# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:26:53 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_kepmag:      Kepler Magnitude
#
pl_name,hostname,disposition,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_trandur,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_kepmag
K2-53 b,K2-53,CONFIRMED,12.20772000,0.098000,2.600,,665,3.4800000,5263.00,0.81,0.85,-0.037,4.55,138.0180000,11.888
K2-52 b,K2-52,CONFIRMED,3.53515500,,16.600,,,5.4312000,,2.07,,,,1038.4100000,15.037
K2-52 b,K2-52,CONFIRMED,3.53505500,0.054000,18.000,,2004,5.3280000,7147.00,2.19,1.69,0.055,3.98,1038.4100000,15.037
K2-52 b,K2-52,CONFIRMED,3.53539750,,1.980,,,5.7400000,3260.00,0.23,,,,1038.4100000,15.037
K2-51 b,K2-51,REFUTED,13.00827800,,8.680,,,5.5200000,4639.00,0.71,,,,367.6000000,12.303
K2-51 b,K2-51,REFUTED,13.01060000,,12.900,,,5.1504000,,,,,,367.6000000,12.303
K2-51 b,K2-51,REFUTED,13.00819000,,20.100,,,5.3952000,,1.76,,,,367.6000000,12.303
K2-51 b,K2-51,REFUTED,13.00838300,,15.651,,,,5526.00,1.42,,0.440,4.29,367.6000000,12.303
K2-50 b,K2-50,CONFIRMED,8.75298740,,2.460,,,2.9100000,4252.00,0.65,,,,257.4430000,14.252
K2-50 b,K2-50,CONFIRMED,8.75198000,,2.290,,,3.0000000,,0.63,,,,257.4430000,14.252
K2-5 c,K2-5,CONFIRMED,10.93459000,,2.020,,,2.7360000,,0.53,,,,202.9430000,14.364
K2-5 c,K2-5,CONFIRMED,10.93406000,0.078300,1.920,,511,,4102.00,0.52,0.53,-0.510,,202.9430000,14.364
K2-5 b,K2-5,CONFIRMED,5.73491000,0.050900,1.920,,634,,4102.00,0.52,0.53,-0.510,,202.9430000,14.364
K2-5 b,K2-5,CONFIRMED,5.73649000,,4.200,,,3.2880000,,0.53,,,,202.9430000,14.364
K2-5 b,K2-5,CONFIRMED,5.73484620,,2.400,,,2.8300000,4088.00,0.62,,,,202.9430000,14.364
K2-49 b,K2-49,CONFIRMED,2.77052200,,3.190,,,2.3472000,,0.70,,,,457.1250000,15.288
K2-49 b,K2-49,CONFIRMED,2.77062970,,3.360,,,2.3900000,4329.00,0.67,,,,457.1250000,15.288
K2-48 b,K2-48,CONFIRMED,20.51070000,,2.230,,,3.3840000,,0.66,,,,313.7640000,14.019
K2-48 b,K2-48,CONFIRMED,20.50769300,,2.780,,,3.5700000,4728.00,0.72,,,,313.7640000,14.019
K2-47 b,K2-47,CONFIRMED,31.65510000,,2.480,,,4.6320000,,0.77,,,,349.8810000,13.771
K2-47 b,K2-47,CONFIRMED,31.64630600,,2.530,,,4.9300000,4810.00,0.73,,,,349.8810000,13.771
K2-46 b,K2-46,CONFIRMED,19.15454000,,2.471,,,,6114.00,1.33,1.02,-0.320,4.11,449.2370000,11.995
K2-46 b,K2-46,CONFIRMED,19.15300000,,2.400,,,7.0080000,,1.25,,,,449.2370000,11.995
K2-46 b,K2-46,CONFIRMED,19.15376500,,2.650,,,6.7900000,6234.00,1.32,,,,449.2370000,11.995
K2-46 b,K2-46,CONFIRMED,19.15344000,,2.040,,889,,6445.00,1.12,,-0.500,,449.2370000,11.995
K2-45 b,K2-45,CONFIRMED,1.72925910,,11.000,,,1.7300000,4271.00,0.66,,,,495.3170000,15.319
K2-45 b,K2-45,CONFIRMED,1.72925770,,11.400,,,1.7736000,,0.73,,,,495.3170000,15.319
K2-44 b,K2-44,CONFIRMED,5.65621000,,3.130,,,4.2960000,,1.62,,,,476.7030000,12.126
K2-44 b,K2-44,CONFIRMED,5.65706000,,2.160,,1211,,5989.00,1.09,,-0.020,,476.7030000,12.126
K2-44 b,K2-44,CONFIRMED,5.65700000,0.060000,2.433,,,,5912.00,1.58,1.15,0.000,4.10,476.7030000,12.126
K2-44 b,K2-44,CONFIRMED,5.65630400,,2.939,,,,5722.00,1.56,1.05,0.040,4.02,476.7030000,12.126
K2-44 b,K2-44,CONFIRMED,5.65625600,,2.080,,,4.2800000,5840.00,1.03,,,,476.7030000,12.126
K2-43 c,K2-43,CONFIRMED,2.19888400,,2.420,,1094,,3840.60,0.54,0.57,,,182.5360000,14.887
K2-43 c,K2-43,CONFIRMED,2.19945000,,2.600,,,1.4400000,,0.61,,,,182.5360000,14.887
K2-43 b,K2-43,CONFIRMED,3.47128500,,4.370,,,2.1400000,3720.00,0.50,,,,182.5360000,14.887
K2-43 b,K2-43,CONFIRMED,3.47113600,,5.160,,,2.0448000,,0.61,,,,182.5360000,14.887
K2-43 b,K2-43,CONFIRMED,3.47114900,,4.510,,939,,3840.60,0.54,0.57,,,182.5360000,14.887
K2-42 b,K2-42,CONFIRMED,6.68743520,,2.790,,,3.1000000,4476.00,0.69,,,,396.9130000,14.632
K2-42 b,K2-42,CONFIRMED,6.68851000,,2.250,,,3.2400000,,0.66,,,,396.9130000,14.632
K2-417 b,K2-417,CONFIRMED,6.53500000,0.063000,3.310,,558,2.0700000,3861.00,0.58,0.57,,4.67,94.0424000,
K2-416 b,K2-416,CONFIRMED,13.10200000,0.088000,2.660,,447,2.7700000,3746.00,0.55,0.55,,4.69,120.3110000,
K2-409 b,K2-409,CONFIRMED,1.90808400,,2.482,,,,5742.00,1.23,0.89,-0.036,4.20,431.0310000,12.581
K2-409 b,K2-409,CONFIRMED,1.90808400,,2.482,,,2.5000000,5742.00,1.23,0.89,-0.036,4.20,431.0310000,12.581
K2-408 b,K2-408,CONFIRMED,20.97895900,,1.677,,,,5335.00,0.78,0.81,-0.171,4.56,162.3060000,11.712
K2-408 b,K2-408,CONFIRMED,20.97895900,,1.677,,,4.4000000,5335.00,0.78,0.81,-0.171,4.56,162.3060000,11.712
K2-407 c,K2-407,CONFIRMED,9.22453000,,1.360,,,3.7000000,5563.00,0.93,0.88,0.014,4.45,218.3760000,11.978
K2-407 c,K2-407,CONFIRMED,9.22453000,,1.360,,,,5563.00,0.93,0.88,0.014,4.45,218.3760000,11.978
K2-407 b,K2-407,CONFIRMED,4.94190700,,1.283,,,,5563.00,0.93,0.88,0.014,4.45,218.3760000,11.978
K2-407 b,K2-407,CONFIRMED,4.94190700,,1.283,,,2.9000000,5563.00,0.93,0.88,0.014,4.45,218.3760000,11.978
K2-406 b,K2-406,CONFIRMED,22.54940600,,4.602,,,4.8000000,5784.00,0.96,0.80,-0.038,4.37,85.3751000,9.594
K2-406 b,K2-406,CONFIRMED,22.54940600,,4.602,,,,5784.00,0.96,0.80,-0.038,4.37,85.3751000,9.594
K2-405 b,K2-405,CONFIRMED,3.43545300,,3.806,,,2.3000000,4927.00,0.77,1.03,0.132,4.68,197.2340000,12.568
K2-405 b,K2-405,CONFIRMED,3.43547100,,4.569,,,,4927.00,0.77,1.03,0.132,4.68,197.2340000,12.568
K2-404 b,K2-404,CONFIRMED,13.11536500,,2.530,,,,3748.00,0.55,0.55,0.005,4.70,121.6300000,13.869
K2-404 b,K2-404,CONFIRMED,13.11536500,,2.530,,,2.7000000,3748.00,0.55,0.55,0.005,4.70,121.6300000,13.869
K2-403 b,K2-403,CONFIRMED,33.58997900,,5.333,,,,5511.00,0.89,0.78,-0.162,4.44,246.5990000,12.124
K2-403 b,K2-403,CONFIRMED,33.58997900,,5.333,,,4.9000000,5511.00,0.89,0.78,-0.162,4.44,246.5990000,12.124
K2-402 b,K2-402,CONFIRMED,17.27474000,,2.678,,,5.2000000,5716.00,1.28,0.94,-0.378,4.20,523.0550000,12.874
K2-402 b,K2-402,CONFIRMED,17.27474000,,2.678,,,,5716.00,1.28,0.94,-0.378,4.20,523.0550000,12.874
K2-401 b,K2-401,CONFIRMED,6.29309900,,2.262,,,,4213.00,0.68,0.87,-0.098,4.72,200.7270000,13.716
K2-401 b,K2-401,CONFIRMED,6.29309900,,2.262,,,1.9000000,4213.00,0.68,0.87,-0.098,4.72,200.7270000,13.716
K2-400 b,K2-400,CONFIRMED,3.86505300,,1.163,,,,3578.00,0.38,0.37,-0.051,4.85,62.3804000,14.030
K2-400 b,K2-400,CONFIRMED,3.86505300,,1.163,,,1.6000000,3578.00,0.38,0.37,-0.051,4.85,62.3804000,14.030
K2-4 b,K2-4,CONFIRMED,10.00510000,,2.290,,,2.9232000,,0.57,,,,231.8280000,14.409
K2-4 b,K2-4,CONFIRMED,10.00617969,,,,,3.0360000,4120.00,0.68,0.64,,4.57,231.8280000,14.409
K2-4 b,K2-4,CONFIRMED,10.00361000,,2.570,,,2.8800000,4077.00,0.62,,,,231.8280000,14.409
K2-4 b,K2-4,CONFIRMED,10.00329000,0.077700,2.370,,563,,4197.00,0.60,0.63,-0.120,,231.8280000,14.409
K2-399 b,K2-399,CONFIRMED,0.75997800,,6.049,,,1.1000000,5690.00,1.54,0.78,0.252,3.96,515.4910000,12.310
K2-399 b,K2-399,CONFIRMED,0.75997800,,6.049,,,,5690.00,1.54,0.78,0.252,3.96,515.4910000,12.310
K2-398 c,K2-398,CONFIRMED,18.78783900,,5.098,,,,5946.00,1.24,0.94,-0.257,4.23,606.9920000,12.991
K2-398 c,K2-398,CONFIRMED,18.78783900,,5.098,,,4.7000000,5946.00,1.24,0.94,-0.257,4.23,606.9920000,12.991
K2-398 b,K2-398,CONFIRMED,6.39302500,,2.274,,,,5946.00,1.24,0.94,-0.257,4.23,606.9920000,12.991
K2-398 b,K2-398,CONFIRMED,6.39302500,,2.274,,,3.7000000,5946.00,1.24,0.94,-0.257,4.23,606.9920000,12.991
K2-397 b,K2-397,CONFIRMED,3.57232600,,2.417,,,,5387.00,0.97,0.94,0.110,4.43,199.3540000,11.633
K2-397 b,K2-397,CONFIRMED,3.57232600,,2.417,,,1.3000000,5387.00,0.97,0.94,0.110,4.43,199.3540000,11.633
K2-396 c,K2-396,CONFIRMED,25.76051000,,3.124,,,,5236.00,0.92,0.95,0.237,4.49,274.8640000,12.903
K2-396 b,K2-396,CONFIRMED,0.67386200,,1.579,,,1.6000000,5236.00,0.92,0.95,0.237,4.49,274.8640000,12.903
K2-396 b,K2-396,CONFIRMED,0.67386200,,1.579,,,,5236.00,0.92,0.95,0.237,4.49,274.8640000,12.903
K2-395 c,K2-395,CONFIRMED,8.49128200,,3.395,,,2.3000000,5007.00,0.78,0.95,-0.033,4.63,286.7270000,14.168
K2-395 c,K2-395,CONFIRMED,8.49128200,,3.395,,,,5007.00,0.78,0.95,-0.033,4.63,286.7270000,14.168
K2-395 b,K2-395,CONFIRMED,4.80335200,,2.597,,,,5007.00,0.78,0.95,-0.033,4.63,286.7270000,14.168
K2-395 b,K2-395,CONFIRMED,4.80335200,,2.597,,,2.5000000,5007.00,0.78,0.95,-0.033,4.63,286.7270000,14.168
K2-394 b,K2-394,CONFIRMED,5.09582000,,,,,,4490.00,0.58,,,,98.0152000,12.239
K2-394 b,K2-394,CONFIRMED,5.09571700,,1.692,,,,4938.00,0.63,0.48,-0.388,4.51,98.0152000,12.239
K2-393 b,K2-393,CONFIRMED,10.41144000,,,,,,5540.00,1.12,,,,265.9140000,11.769
K2-393 b,K2-393,CONFIRMED,10.41318100,,2.352,,,,5678.00,1.07,0.88,0.076,4.32,265.9140000,11.769
K2-392 b,K2-392,CONFIRMED,15.39872300,,1.850,,,,5726.00,1.06,0.84,-0.238,4.31,406.9850000,12.719
K2-392 b,K2-392,CONFIRMED,15.39872300,,1.850,,,3.5000000,5726.00,1.06,0.84,-0.238,4.31,406.9850000,12.719
K2-391 b,K2-391,CONFIRMED,4.62265400,,1.371,,,2.7000000,5543.00,0.57,0.76,-0.543,4.97,507.9400000,12.360
K2-391 b,K2-391,CONFIRMED,4.62265400,,1.371,,,,5543.00,0.57,0.76,-0.543,4.97,507.9400000,12.360
K2-390 b,K2-390,CONFIRMED,3.31279200,,4.662,,,2.5000000,5558.00,0.97,0.79,-0.116,4.37,456.1220000,13.376
K2-390 b,K2-390,CONFIRMED,3.31279200,,4.662,,,,5558.00,0.97,0.79,-0.116,4.37,456.1220000,13.376
K2-39 b,K2-39,CONFIRMED,4.60498290,,1.670,,,8.7900000,4843.00,0.74,,,,307.4700000,10.581
K2-39 b,K2-39,CONFIRMED,4.60543000,0.062000,8.200,,,,4881.00,3.88,1.53,0.320,3.44,307.4700000,10.581
K2-39 b,K2-39,CONFIRMED,4.60280000,,,,,8.1840000,4911.00,3.12,,0.390,,307.4700000,10.581
K2-39 b,K2-39,CONFIRMED,4.60543000,,6.277,,,,4881.00,2.97,0.66,0.320,3.44,307.4700000,10.581
K2-389 c,K2-389,CONFIRMED,20.85133700,,2.040,,,,5782.00,1.08,0.80,-0.034,4.27,259.2080000,11.636
K2-389 c,K2-389,CONFIRMED,20.85133700,,2.040,,,5.2000000,5782.00,1.08,0.80,-0.034,4.27,259.2080000,11.636
K2-389 b,K2-389,CONFIRMED,8.58356600,,2.118,,,3.1000000,5782.00,1.08,0.80,-0.034,4.27,259.2080000,11.636
K2-389 b,K2-389,CONFIRMED,8.58404300,,2.184,,,,5782.00,1.08,0.80,-0.034,4.27,259.2080000,11.636
K2-388 b,K2-388,CONFIRMED,6.33906900,,3.660,,,3.2000000,5367.00,0.90,0.84,0.124,4.46,290.4950000,12.614
K2-388 b,K2-388,CONFIRMED,6.33906900,,3.660,,,,5367.00,0.90,0.84,0.124,4.46,290.4950000,12.614
K2-387 b,K2-387,CONFIRMED,28.73420000,,8.220,,,3.2880000,,0.66,,,,266.3180000,15.540
K2-387 b,K2-387,CONFIRMED,28.73599800,,4.000,,,2.9904000,,0.35,,,,266.3180000,15.540
K2-387 b,K2-387,CONFIRMED,28.73532700,,7.322,,,,3572.00,0.58,0.57,0.126,4.66,266.3180000,15.540
K2-386 b,K2-386,CONFIRMED,7.47372000,,,,,,5592.00,1.01,,,,428.7850000,13.015
K2-386 b,K2-386,CONFIRMED,7.47331000,,2.740,,,3.5568000,,1.01,,,,428.7850000,13.015
K2-386 b,K2-386,CONFIRMED,7.47322300,,2.320,,,,5749.00,0.97,0.91,0.074,4.42,428.7850000,13.015
K2-385 b,K2-385,CONFIRMED,2.38086700,,1.539,,,,4844.00,0.76,0.93,-0.224,4.64,420.8190000,14.339
K2-385 b,K2-385,CONFIRMED,2.38098000,,1.720,,,1.9200000,,0.73,,,,420.8190000,14.339
K2-384 f,K2-384,CONFIRMED,13.62757000,,1.780,,,2.1600000,,0.26,,,,82.6603000,14.256
K2-384 f,K2-384,CONFIRMED,13.62740000,,,,,,3860.00,0.26,,,,82.6603000,14.256
K2-384 f,K2-384,CONFIRMED,13.62749000,,2.222,,,,3623.00,0.35,0.33,0.068,4.87,82.6603000,14.256
K2-384 e,K2-384,CONFIRMED,9.71504300,,1.345,,,,3623.00,0.35,0.33,0.068,4.87,82.6603000,14.256
K2-384 e,K2-384,CONFIRMED,9.71601000,,1.140,,,1.9920000,,0.26,,,,82.6603000,14.256
K2-384 d,K2-384,CONFIRMED,6.67958200,,1.392,,,,3623.00,0.35,0.33,0.068,4.87,82.6603000,14.256
K2-384 d,K2-384,CONFIRMED,6.67910000,,1.100,,,1.5120000,,0.26,,,,82.6603000,14.256
K2-384 c,K2-384,CONFIRMED,4.19525000,,1.050,,,1.2720000,,0.26,,,,82.6603000,14.256
K2-384 c,K2-384,CONFIRMED,4.19476600,,1.191,,,,3623.00,0.35,0.33,0.068,4.87,82.6603000,14.256
K2-384 b,K2-384,CONFIRMED,2.23152700,,1.076,,,,3623.00,0.35,0.33,0.068,4.87,82.6603000,14.256
K2-383 b,K2-383,CONFIRMED,1.86596200,,1.564,,,,5129.00,0.80,1.06,0.187,4.66,203.7880000,12.411
K2-383 b,K2-383,CONFIRMED,1.86602500,,1.750,,,1.9632000,,0.88,,,,203.7880000,12.411
K2-383 b,K2-383,CONFIRMED,1.86597900,,1.859,,,,5231.00,0.83,,0.210,4.68,203.7880000,12.411
K2-382 b,K2-382,CONFIRMED,21.70015600,,2.072,,,,5452.00,0.81,0.92,-0.027,4.58,278.4120000,12.745
K2-382 b,K2-382,CONFIRMED,21.69761900,,2.771,,,,5570.00,0.88,,0.000,4.61,278.4120000,12.745
K2-382 b,K2-382,CONFIRMED,21.70000000,,2.380,,,4.1040000,,0.81,,,,278.4120000,12.745
K2-381 d,K2-381,CONFIRMED,26.80499800,,1.532,,,,4661.00,0.65,,-0.330,4.66,145.7010000,12.601
K2-381 d,K2-381,CONFIRMED,26.80540000,,1.480,,,2.9280000,,0.62,,,,145.7010000,12.601
K2-381 d,K2-381,CONFIRMED,26.80302300,,1.689,,,,4473.00,0.68,0.75,-0.244,4.65,145.7010000,12.601
K2-381 c,K2-381,CONFIRMED,16.03820000,,,,,,4710.00,0.62,,,,145.7010000,12.601
K2-381 c,K2-381,CONFIRMED,16.03505400,,2.058,,,,4661.00,0.65,,-0.330,4.66,145.7010000,12.601
K2-381 c,K2-381,CONFIRMED,16.03847400,,2.000,,,3.0696000,,0.70,,,,145.7010000,12.601
K2-381 c,K2-381,CONFIRMED,16.03465600,,2.000,,,,4473.00,0.68,0.75,-0.244,4.65,145.7010000,12.601
K2-381 c,K2-381,CONFIRMED,16.03430000,,2.050,,,3.1440000,,0.62,,,,145.7010000,12.601
K2-381 b,K2-381,CONFIRMED,7.93880000,,0.940,,,1.4640000,,0.62,,,,145.7010000,12.601
K2-381 b,K2-381,CONFIRMED,7.93925600,,1.083,,,,4661.00,0.65,,-0.330,4.66,145.7010000,12.601
K2-381 b,K2-381,CONFIRMED,7.93893340,,1.075,,,,4473.00,0.68,0.75,-0.244,4.65,145.7010000,12.601
K2-380 b,K2-380,CONFIRMED,9.40172000,,1.960,,,2.1120000,,1.13,,,,249.3030000,11.458
K2-380 b,K2-380,CONFIRMED,9.40131200,,2.729,,,,5911.00,1.32,0.99,-0.049,4.19,249.3030000,11.458
K2-38 c,K2-38,CONFIRMED,10.56131000,,2.830,,,2.6400000,,1.24,,,,192.6900000,11.210
K2-38 b,K2-38,CONFIRMED,4.01593000,,1.906,,,,5757.00,1.38,2.24,0.280,4.35,192.6900000,11.210
K2-38 b,K2-38,CONFIRMED,4.01663000,,1.960,,,3.1920000,,1.24,,,,192.6900000,11.210
K2-379 b,K2-379,CONFIRMED,8.77724700,,2.181,,,,4603.00,0.75,0.86,-0.045,4.62,182.2070000,12.928
K2-379 b,K2-379,CONFIRMED,8.77830000,,2.270,,,2.9040000,,0.69,,,,182.2070000,12.928
K2-378 b,K2-378,CONFIRMED,2.06000000,,,,,1.3780800,4854.00,0.74,0.79,,4.60,687.9730000,15.508
K2-378 b,K2-378,CONFIRMED,2.06036800,,3.160,,,1.4904000,,0.73,,,,687.9730000,15.508
K2-378 b,K2-378,CONFIRMED,2.06043800,,2.880,,,,4823.00,0.73,0.92,-0.206,4.67,687.9730000,15.508
K2-377 b,K2-377,CONFIRMED,12.83724862,,,,,3.9440000,4314.00,0.70,0.67,,4.58,195.1490000,13.559
K2-377 b,K2-377,CONFIRMED,12.83223500,,1.693,,,,4200.00,0.69,0.82,-0.008,4.67,195.1490000,13.559
K2-377 b,K2-377,CONFIRMED,12.83306000,,1.820,,,3.4080000,,0.65,,,,195.1490000,13.559
K2-376 b,K2-376,CONFIRMED,5.77647500,,1.736,,,,5937.00,1.15,0.91,-0.176,4.28,161.6100000,10.323
K2-376 b,K2-376,CONFIRMED,5.77647500,,1.736,,,2.1000000,5937.00,1.15,0.91,-0.176,4.28,161.6100000,10.323
K2-375 b,K2-375,CONFIRMED,14.45840000,,2.840,,,6.7920000,,1.55,,,,696.1000000,12.909
K2-375 b,K2-375,CONFIRMED,14.46056300,,1.755,,,,5838.00,1.07,,0.030,4.32,696.1000000,12.909
K2-375 b,K2-375,CONFIRMED,14.45389500,,2.243,,,,5822.00,1.54,1.12,-0.091,4.11,696.1000000,12.909
K2-375 b,K2-375,CONFIRMED,14.44300000,,,,,6.0350400,5826.08,1.55,1.05,-0.054,4.08,696.1000000,12.909
K2-374 c,K2-374,CONFIRMED,16.43445000,,2.213,,,,5789.00,0.91,0.73,-0.292,4.39,359.4390000,12.653
K2-374 c,K2-374,CONFIRMED,16.43445000,,2.213,,,3.6000000,5789.00,0.91,0.73,-0.292,4.39,359.4390000,12.653
K2-374 b,K2-374,CONFIRMED,4.52195300,,1.593,,,3.0000000,5789.00,0.91,0.73,-0.292,4.39,359.4390000,12.653
K2-374 b,K2-374,CONFIRMED,4.52195300,,1.593,,,,5789.00,0.91,0.73,-0.292,4.39,359.4390000,12.653
K2-373 b,K2-373,CONFIRMED,11.02130000,,2.250,,,4.3200000,,1.51,,,,229.5670000,10.560
K2-373 b,K2-373,CONFIRMED,11.02066000,,2.061,,,,6138.00,1.49,1.16,0.049,4.16,229.5670000,10.560
K2-372 b,K2-372,CONFIRMED,9.84400000,,,,,3.4250400,5500.23,0.96,0.96,0.018,4.46,463.8800000,13.416
K2-372 b,K2-372,CONFIRMED,9.84401700,,3.000,,,3.6288000,,0.91,,,,463.8800000,13.416
K2-372 b,K2-372,CONFIRMED,9.84413000,,3.230,,,3.6960000,,0.94,,,,463.8800000,13.416
K2-372 b,K2-372,CONFIRMED,9.84407700,,2.945,,,,5479.00,0.92,0.85,-0.064,4.44,463.8800000,13.416
K2-371 b,K2-371,CONFIRMED,3.11491262,,,,,2.3750000,4952.00,0.75,0.82,,4.60,442.8130000,14.424
K2-371 b,K2-371,CONFIRMED,3.11490500,,13.024,,,,4925.00,0.74,0.96,-0.107,4.68,442.8130000,14.424
K2-371 b,K2-371,CONFIRMED,3.11487800,,12.500,,,2.3592000,,0.77,,,,442.8130000,14.424
K2-371 b,K2-371,CONFIRMED,3.11500000,,,,,1.9920000,4952.00,0.75,0.82,,4.60,442.8130000,14.424
K2-371 b,K2-371,CONFIRMED,3.11490850,,12.030,,,2.3376000,,0.72,,,,442.8130000,14.424
K2-370 b,K2-370,CONFIRMED,2.14084000,,3.207,,,,5377.00,0.97,0.98,0.018,4.45,144.2020000,10.876
K2-370 b,K2-370,CONFIRMED,2.14084000,,3.207,,,1.9000000,5377.00,0.97,0.98,0.018,4.45,144.2020000,10.876
K2-37 d,K2-37,CONFIRMED,14.09099600,,2.412,,,,5382.00,0.82,0.89,-0.070,4.66,179.9430000,12.241
K2-37 d,K2-37,CONFIRMED,14.09292000,,2.580,,,2.8080000,,0.79,,,,179.9430000,12.241
K2-37 d,K2-37,CONFIRMED,14.09090700,,2.330,,,2.7400000,4740.00,0.72,,,,179.9430000,12.241
K2-37 c,K2-37,CONFIRMED,6.42958200,,2.598,,,,5382.00,0.82,0.89,-0.070,4.66,179.9430000,12.241
K2-37 c,K2-37,CONFIRMED,6.42950230,,2.500,,,2.9400000,4740.00,0.72,,,,179.9430000,12.241
K2-37 c,K2-37,CONFIRMED,6.42959000,,2.640,,,2.9016000,,0.79,,,,179.9430000,12.241
K2-37 c,K2-37,CONFIRMED,6.43032491,,,,,3.0380000,4927.00,0.86,0.81,,4.48,179.9430000,12.241
K2-37 b,K2-37,CONFIRMED,4.44366490,,1.500,,,2.7900000,4740.00,0.72,,,,179.9430000,12.241
K2-37 b,K2-37,CONFIRMED,4.44360000,,1.570,,,2.8320000,,0.79,,,,179.9430000,12.241
K2-37 b,K2-37,CONFIRMED,4.44377400,,1.526,,,,5382.00,0.82,0.89,-0.070,4.66,179.9430000,12.241
K2-369 b,K2-369,CONFIRMED,5.76135900,,1.373,,,,5744.00,0.90,,-0.140,4.57,185.5500000,11.379
K2-369 b,K2-369,CONFIRMED,5.76192480,,1.370,,,2.2000000,5350.00,0.83,,,,185.5500000,11.379
K2-369 b,K2-369,CONFIRMED,5.76161200,,1.313,,,,5682.00,0.88,0.73,-0.234,4.42,185.5500000,11.379
K2-369 b,K2-369,CONFIRMED,5.76218000,,1.217,,,2.2320000,,0.87,,,,185.5500000,11.379
K2-368 d,K2-368,CONFIRMED,20.20108500,,1.948,,,,4663.00,0.66,0.75,-0.250,4.67,206.6080000,13.213
K2-368 d,K2-368,CONFIRMED,20.20090000,,1.890,,,3.5760000,,0.58,,,,206.6080000,13.213
K2-368 c,K2-368,CONFIRMED,9.66018600,,1.361,,,,4663.00,0.66,0.75,-0.250,4.67,206.6080000,13.213
K2-368 c,K2-368,CONFIRMED,9.65869000,,1.380,,,2.8560000,,0.58,,,,206.6080000,13.213
K2-368 b,K2-368,CONFIRMED,5.02583100,,1.720,,,2.3000000,4679.00,0.72,,,,206.6080000,13.213
K2-368 b,K2-368,CONFIRMED,5.02559800,,1.332,,,,4663.00,0.66,0.75,-0.250,4.67,206.6080000,13.213
K2-368 b,K2-368,CONFIRMED,5.02629000,,1.322,,,2.2800000,,0.58,,,,206.6080000,13.213
K2-367 b,K2-367,CONFIRMED,20.64600000,,2.380,,,2.3760000,,0.58,,,,176.9650000,13.418
K2-367 b,K2-367,CONFIRMED,20.64392800,,2.540,,,1.9400000,4396.00,0.68,,,,176.9650000,13.418
K2-367 b,K2-367,CONFIRMED,20.64509900,,2.413,,,,4348.00,0.62,0.76,-0.351,4.73,176.9650000,13.418
K2-366 b,K2-366,CONFIRMED,15.93703900,,2.359,,,,5601.00,0.94,0.82,-0.216,4.41,185.9470000,12.129
K2-366 b,K2-366,CONFIRMED,15.93709000,,1.870,,,3.2880000,,0.73,,,,185.9470000,12.129
K2-366 b,K2-366,CONFIRMED,15.93737800,,1.840,,,3.2500000,4574.00,0.70,,,,185.9470000,12.129
K2-365 b,K2-365,CONFIRMED,23.44701000,,3.240,,,5.7120000,,1.11,,,,187.2220000,11.526
K2-365 b,K2-365,CONFIRMED,23.44650100,,2.710,,,5.7900000,5484.00,0.87,,,,187.2220000,11.526
K2-365 b,K2-365,CONFIRMED,23.43020000,,,,,,5568.00,1.06,0.98,,4.38,187.2220000,11.526
K2-365 b,K2-365,CONFIRMED,23.44687300,,2.897,,,,5869.00,0.99,,0.020,4.53,187.2220000,11.526
K2-365 b,K2-365,CONFIRMED,23.44817200,,2.906,,,,5561.00,1.05,0.82,-0.021,4.31,187.2220000,11.526
K2-36 c,K2-36,CONFIRMED,5.34088300,,3.580,,,,4944.00,0.75,0.80,-0.030,4.70,109.7490000,11.531
K2-36 c,K2-36,CONFIRMED,5.34107237,,,,,-0.0680000,4772.39,0.75,0.77,-0.047,4.57,109.7490000,11.531
K2-36 c,K2-36,CONFIRMED,5.34105070,,3.120,,,,4953.00,0.73,0.81,,4.60,109.7490000,11.531
K2-36 c,K2-36,CONFIRMED,5.34089340,,2.820,,,1.1900000,4886.00,0.74,,,,109.7490000,11.531
K2-36 b,K2-36,CONFIRMED,1.42261080,,1.550,,,1.2000000,4886.00,0.74,,,,109.7490000,11.531
K2-36 b,K2-36,CONFIRMED,1.42260200,,1.407,,,1.1232000,,0.73,,,,109.7490000,11.531
K2-36 b,K2-36,CONFIRMED,1.42261900,,1.467,,,,4944.00,0.75,0.80,-0.030,4.70,109.7490000,11.531
